stamp_sec,stamp_nsec,record_time_ns,frame_id,width,height,point_count,group_count,degenerate_group_count,tcp_frame_found,tcp_points_match,max_point_error
4333,577014867,4333638787741,world,24,1,24,6,1,True,True,0.0
4333,676956794,4333718526791,world,36,1,36,9,1,True,True,0.0
4333,776942179,4333834761803,world,44,1,44,11,1,True,True,0.0
4333,877053855,4333932724188,world,12,1,12,3,1,True,True,0.0
4333,977069574,4334032309114,world,12,1,12,3,1,True,True,0.0
4334,77279542,4334120314290,world,20,1,20,5,1,True,True,0.0
4334,177093719,4334234495093,world,24,1,24,6,1,True,True,0.0
4334,276966229,4334329035644,world,16,1,16,4,1,True,True,0.0
4334,376992156,4334426423737,world,20,1,20,5,1,True,True,0.0
4334,476922707,4334514601579,world,20,1,20,5,1,True,True,0.0
4334,576998801,4334616577881,world,24,1,24,6,1,True,True,0.0
4334,676955602,4334730842685,world,20,1,20,5,1,True,True,0.0
4334,776892279,4334833942778,world,28,1,28,7,1,True,True,0.0
4334,876951164,4334932594663,world,28,1,28,7,1,True,True,0.0
4334,976918758,4335036945132,world,36,1,36,9,1,True,True,0.0
4335,77063101,4335118134057,world,20,1,20,5,1,True,True,0.0
4335,177350653,4335234898735,world,20,1,20,5,1,True,True,0.0
4335,276917204,4335338118704,world,40,1,40,10,1,True,True,0.0
4335,376908131,4335417903254,world,32,1,32,8,1,True,True,0.0
4335,476968183,4335519363014,world,12,1,12,3,1,True,True,0.0
4335,576995568,4335634889567,world,24,1,24,6,1,True,True,0.0
4335,676990870,4335740004786,world,28,1,28,7,1,True,True,0.0
4335,776959921,4335837913212,world,28,1,28,7,1,True,True,0.0
4335,877028140,4335921391137,world,20,1,20,5,1,True,True,0.0
4335,976926316,4336034692566,world,28,1,28,7,1,True,True,0.0
4336,77103035,4336141044451,world,32,1,32,8,1,True,True,0.0
4336,176918086,4336222113793,world,16,1,16,4,1,True,True,0.0
4336,277040263,4336341280930,world,32,1,32,8,1,True,True,0.0
4336,376939315,4336419364771,world,16,1,16,4,1,True,True,0.0
4336,477041658,4336532828366,world,24,1,24,6,1,True,True,0.0
4336,576885585,4336638380793,world,28,1,28,7,1,True,True,0.0
4336,676963137,4336717329426,world,24,1,24,6,1,True,True,0.0
4336,776956397,4336831446354,world,16,1,16,4,1,True,True,0.0
4336,876895698,4336920569488,world,40,1,40,10,1,True,True,0.0
4336,977065417,4337035020958,world,24,1,24,6,1,True,True,0.0
4337,76977885,4337133345301,world,36,1,36,9,1,True,True,0.0
4337,177141770,4337222290518,world,24,1,24,6,1,True,True,0.0
4337,276717072,4337339258197,world,36,1,36,9,1,True,True,0.0
4337,376969332,4337440997082,world,28,1,28,7,1,True,True,0.0
4337,476904550,4337538908717,world,20,1,20,5,1,True,True,0.0
4337,576946519,4337630650434,world,28,1,28,7,1,True,True,0.0
4337,676935987,4337740034487,world,20,1,20,5,1,True,True,0.0
4337,777032497,4337837748372,world,16,1,16,4,1,True,True,0.0
4337,877084091,4337916275255,world,28,1,28,7,1,True,True,0.0
4337,977095142,4338018367348,world,24,1,24,6,1,True,True,0.0
4338,76940236,4338140301527,world,40,1,40,10,1,True,True,0.0
4338,176982204,4338217813993,world,16,1,16,4,1,True,True,0.0
4338,276938714,4338341184922,world,28,1,28,7,1,True,True,0.0
4338,376884433,4338421826097,world,16,1,16,4,1,True,True,0.0
4338,476897234,4338515071648,world,16,1,16,4,1,True,True,0.0
4338,576935994,4338635648410,world,40,1,40,10,1,True,True,0.0
4338,677117963,4338717024877,world,20,1,20,5,1,True,True,0.0
4338,777004764,4338871012642,world,12,1,12,3,1,True,True,0.0
4338,876981108,4338919881689,world,16,1,16,4,1,True,True,0.0
4338,976973784,4339018164032,world,28,1,28,7,1,True,True,0.0
4339,76901128,4339141173003,world,20,1,20,5,1,True,True,0.0
4339,176911305,4339220616302,world,16,1,16,4,1,True,True,0.0
4339,277050106,4339332385897,world,16,1,16,4,1,True,True,0.0
4339,377017408,4339437206824,world,16,1,16,4,1,True,True,0.0
4339,476980626,4339536624042,world,12,1,12,3,1,True,True,0.0
