component_id,cells,area_m2,centroid_x_m,centroid_y_m,min_x_m,max_x_m,min_y_m,max_y_m,median_elevation_delta_m,detection_ratio
1,74,0.06659999999999999,1.1087837837837837,-0.05999999999999994,1.0200000000000002,1.2,-0.2699999999999999,0.15000000000000002,0.20387406647205353,0.8367346938775511
