component_id,cell_index,x_index,y_index,x_m,y_m,reference_elevation_m,candidate_elevation_m,elevation_delta_m,reference_observations,candidate_observations
1,5011,11,50,1.155,-0.014999999999999902,-0.7932372689247131,-0.5878435969352722,0.20539367198944092,140,127
1,5012,12,50,1.125,-0.014999999999999902,-0.7932372689247131,-0.5873345136642456,0.20590275526046753,140,125
1,5013,13,50,1.095,-0.014999999999999902,-0.7932204008102417,-0.5876703858375549,0.20555001497268677,141,147
1,5014,14,50,1.065,-0.014999999999999902,-0.7830986082553864,-0.5894970297813416,0.1936015784740448,142,147
1,5015,15,50,1.0350000000000001,-0.014999999999999902,-0.7739249467849731,-0.5905142426490784,0.18341070413589478,142,147
1,5110,10,51,1.185,-0.04499999999999993,-0.7934779524803162,-0.5879433751106262,0.20553457736968994,137,129
1,5111,11,51,1.155,-0.04499999999999993,-0.7932416498661041,-0.5877569913864136,0.20548465847969055,140,128
1,5112,12,51,1.125,-0.04499999999999993,-0.7932416498661041,-0.5874781310558319,0.20576351881027222,140,130
1,5113,13,51,1.095,-0.04499999999999993,-0.7932291626930237,-0.5876217484474182,0.20560741424560547,141,147
1,5114,14,51,1.065,-0.04499999999999993,-0.7833701968193054,-0.5894688367843628,0.19390136003494263,142,147
1,5115,15,51,1.0350000000000001,-0.04499999999999993,-0.7739249467849731,-0.5903942584991455,0.18353068828582764,142,147
1,5210,10,52,1.185,-0.07499999999999996,-0.7934779524803162,-0.5885921716690063,0.20488578081130981,137,133
1,5211,11,52,1.155,-0.07499999999999996,-0.7932744026184082,-0.5879333019256592,0.20534110069274902,140,130
1,5212,12,52,1.125,-0.07499999999999996,-0.7932744026184082,-0.5879267454147339,0.20534765720367432,140,141
1,5213,13,52,1.095,-0.07499999999999996,-0.7932541370391846,-0.5879267454147339,0.20532739162445068,141,147
1,5214,14,52,1.065,-0.07499999999999996,-0.7834211885929108,-0.5894970297813416,0.1939241588115692,142,147
1,5215,15,52,1.0350000000000001,-0.07499999999999996,-0.7739249467849731,-0.5903942584991455,0.18353068828582764,142,147
1,5310,10,53,1.185,-0.10499999999999998,-0.7932946681976318,-0.5888805389404297,0.20441412925720215,137,133
1,5311,11,53,1.155,-0.10499999999999998,-0.7931967675685883,-0.5885921716690063,0.2046045958995819,140,131
1,5312,12,53,1.125,-0.10499999999999998,-0.7931967675685883,-0.5885673761367798,0.20462939143180847,140,144
1,5313,13,53,1.095,-0.10499999999999998,-0.7931731343269348,-0.5885921716690063,0.20458096265792847,141,147
1,5314,14,53,1.065,-0.10499999999999998,-0.7834211885929108,-0.590083658695221,0.19333752989768982,142,147
1,5315,15,53,1.0350000000000001,-0.10499999999999998,-0.773865133523941,-0.5906614661216736,0.18320366740226746,142,147
1,5410,10,54,1.185,-0.135,-0.7934779524803162,-0.5894684791564941,0.20400947332382202,137,136
1,5411,11,54,1.155,-0.135,-0.7932937443256378,-0.5893288254737854,0.20396491885185242,140,133
1,5412,12,54,1.125,-0.135,-0.7932937443256378,-0.5893998742103577,0.20389387011528015,140,147
1,5413,13,54,1.095,-0.135,-0.7932541370391846,-0.5893998742103577,0.2038542628288269,141,147
1,5414,14,54,1.065,-0.135,-0.7836067080497742,-0.5905516743659973,0.19305503368377686,142,147
1,5415,15,54,1.0350000000000001,-0.135,-0.7738381624221802,-0.5914098620414734,0.1824283003807068,142,147
1,5510,10,55,1.185,-0.16500000000000004,-0.7935701608657837,-0.5894970297813416,0.20407313108444214,137,135
1,5511,11,55,1.155,-0.16500000000000004,-0.79347825050354,-0.5894681215286255,0.20401012897491455,140,141
1,5512,12,55,1.125,-0.16500000000000004,-0.79347825050354,-0.5894970297813416,0.2039812207221985,140,147
1,5513,13,55,1.095,-0.16500000000000004,-0.7934779524803162,-0.5898835062980652,0.20359444618225098,141,147
1,5514,14,55,1.065,-0.16500000000000004,-0.7836955785751343,-0.5911862254142761,0.19250935316085815,142,147
1,5515,15,55,1.0350000000000001,-0.16500000000000004,-0.7739538252353668,-0.5924915671348572,0.18146225810050964,142,147
1,5610,10,56,1.185,-0.19499999999999984,-0.7943576574325562,-0.5925500392913818,0.20180761814117432,137,124
1,5611,11,56,1.155,-0.19499999999999984,-0.7941164672374725,-0.5924389958381653,0.20167747139930725,140,145
1,5612,12,56,1.125,-0.19499999999999984,-0.7941164672374725,-0.5927231907844543,0.2013932764530182,140,147
1,5613,13,56,1.095,-0.19499999999999984,-0.7940709590911865,-0.5927541255950928,0.20131683349609375,141,147
1,5614,14,56,1.065,-0.19499999999999984,-0.7840564846992493,-0.5938183069229126,0.19023817777633667,142,147
1,5615,15,56,1.0350000000000001,-0.19499999999999984,-0.7739538252353668,-0.5948072671890259,0.17914655804634094,142,147
1,5710,10,57,1.185,-0.22499999999999987,-0.7949045896530151,-0.5963003635406494,0.19860422611236572,137,98
1,5711,11,57,1.155,-0.22499999999999987,-0.7947567701339722,-0.5950082540512085,0.19974851608276367,140,138
1,5712,12,57,1.125,-0.22499999999999987,-0.7947567701339722,-0.5949440002441406,0.19981276988983154,140,143
1,5713,13,57,1.095,-0.22499999999999987,-0.7946980595588684,-0.5948585569858551,0.1998395025730133,141,142
1,5714,14,57,1.065,-0.22499999999999987,-0.7842422425746918,-0.5960850119590759,0.18815723061561584,142,147
1,5715,15,57,1.0350000000000001,-0.22499999999999987,-0.774532288312912,-0.5967152714729309,0.17781701683998108,142,147
1,5814,14,58,1.065,-0.2549999999999999,-0.7849037647247314,-0.6906487941741943,0.09425497055053711,142,88
