source_stamp_sec,source_stamp_nsec,pack_time_sec,pack_time_nsec,pack_latency_ms,time_count_ms,point_count,frame_len,head_id,layer_size,end_id
8215,976894750,8216,28307915,51.413165,96.5,28,376,12345,1,54321
8216,76983093,8216,120294341,43.311248,92.0,28,376,12345,1,54321
8216,177025645,8216,241871520,64.845875,121.5,40,520,12345,1,54321
8216,277018030,8216,319337319,42.319289,77.5,24,328,12345,1,54321
8216,377042207,8216,432354081,55.311874,113.0,48,616,12345,1,54321
8216,476968675,8216,544454425,67.48575,112.0,16,232,12345,1,54321
8216,576968935,8216,638416601,61.447666,94.0,16,232,12345,1,54321
8216,677062528,8216,743465320,66.402792,105.0,16,232,12345,1,54321
8216,777140080,8216,820075370,42.93529,76.5,28,376,12345,1,54321
8216,877101549,8216,919191880,42.090331,99.0,32,424,12345,1,54321
8216,977000309,8217,19726473,42.726164,100.5,28,376,12345,1,54321
8217,77074069,8217,121110691,44.036622,101.5,52,664,12345,1,54321
8217,177024162,8217,220982618,43.958456,100.0,24,328,12345,1,54321
8217,277048047,8217,340274880,63.226833,119.5,24,328,12345,1,54321
8217,376940974,8217,432065889,55.124915,91.5,24,328,12345,1,54321
8217,476904484,8217,515034856,38.130372,83.0,28,376,12345,1,54321
8217,576889577,8217,620395658,43.506081,105.5,20,280,12345,1,54321
8217,676906754,8217,733785461,56.878707,113.5,28,376,12345,1,54321
8217,776940556,8217,874820892,97.880336,141.0,28,376,12345,1,54321
8217,876969399,8217,918969605,42.000206,44.0,24,328,12345,1,54321
8217,977145242,8218,21308740,44.163498,102.5,28,376,12345,1,54321
8218,76907211,8218,140091461,63.18425,118.5,36,472,12345,1,54321
8218,176975721,8218,219781219,42.805498,80.0,24,328,12345,1,54321
8218,276978314,8218,320592895,43.614581,100.5,28,376,12345,1,54321
8218,377064324,8218,415010363,37.946039,94.5,40,520,12345,1,54321
8218,476881418,8218,514743456,37.862038,99.5,28,376,12345,1,54321
8218,576985803,8218,620556050,43.570247,106.0,32,424,12345,1,54321
8218,676916354,8218,736302520,59.386166,116.0,36,472,12345,1,54321
8218,776987198,8218,833776072,56.788874,97.5,24,328,12345,1,54321
8218,877020125,8218,923211289,46.191164,89.0,20,280,12345,1,54321
8218,976893218,8219,38897384,62.004166,116.0,28,376,12345,1,54321
8219,76928186,8219,134614519,57.686333,95.5,24,328,12345,1,54321
8219,177096738,8219,217492194,40.395456,83.0,28,376,12345,1,54321
8219,276905665,8219,332336247,55.430582,115.0,20,280,12345,1,54321
8219,377069258,8219,432972924,55.903666,100.5,24,328,12345,1,54321
8219,477041810,8219,517468766,40.426956,84.5,20,280,12345,1,54321
8219,576067028,8219,637968819,61.901791,120.5,24,328,12345,1,54321
8219,676972913,8219,719968578,42.995665,82.0,40,520,12345,1,54321
8219,777113173,8219,834993464,57.880291,115.0,28,376,12345,1,54321
8219,876920350,8219,932797182,55.876832,98.0,28,376,12345,1,54321
8219,976968735,8220,41264818,64.296083,108.5,20,280,12345,1,54321
8220,76936328,8220,130793369,53.857041,89.5,24,328,12345,1,54321
8220,176958463,8220,246265672,69.307209,115.5,20,280,12345,1,54321
8220,276959599,8220,319827805,42.868206,73.5,24,328,12345,1,54321
8220,377073900,8220,422779440,45.70554,103.0,24,328,12345,1,54321
8220,476880202,8220,519791866,42.911664,97.0,20,280,12345,1,54321
8220,577006170,8220,648800713,71.794543,129.0,28,376,12345,1,54321
8220,677049597,8220,733705471,56.655874,84.5,24,328,12345,1,54321
8220,776960607,8220,835147731,58.187124,101.5,16,232,12345,1,54321
8220,876993825,8220,932289949,55.296124,97.5,28,376,12345,1,54321
8220,976881502,8221,35950043,59.068541,103.5,44,568,12345,1,54321
8221,76900721,8221,132463428,55.562707,96.5,44,568,12345,1,54321
8221,176963689,8221,235237438,58.273749,102.5,24,328,12345,1,54321
8221,277076532,8221,318386947,41.310415,83.5,24,328,12345,1,54321
8221,377014084,8221,457212710,80.198626,138.5,28,376,12345,1,54321
8221,477093386,8221,544192969,67.099583,87.0,20,280,12345,1,54321
8221,577123396,8221,619088018,41.964622,75.0,28,376,12345,1,54321
8221,677060656,8221,716959403,39.898747,98.0,36,472,12345,1,54321
8221,776929666,8221,837363790,60.434124,120.5,28,376,12345,1,54321
8221,876883551,8221,921448090,44.564539,84.0,24,328,12345,1,54321
8221,976887019,8222,18772892,41.885873,97.5,24,328,12345,1,54321
8222,76979446,8222,118120402,41.140956,99.0,48,616,12345,1,54321
8222,176962789,8222,221229537,44.266748,103.0,20,280,12345,1,54321
8222,277055508,8222,340412424,63.356916,119.5,36,472,12345,1,54321
8222,376897976,8222,418665140,41.767164,78.0,36,472,12345,1,54321
8222,476890945,8222,518824359,41.933414,100.5,24,328,12345,1,54321
8222,576974913,8222,620519202,43.544289,101.5,36,472,12345,1,54321
8222,676945715,8222,734393755,57.44804,114.0,24,328,12345,1,54321
8222,777056225,8222,833786765,56.73054,99.5,28,376,12345,1,54321
8222,876999026,8222,918701441,41.702415,84.5,28,376,12345,1,54321
8222,976922578,8223,34932952,58.010374,116.5,24,328,12345,1,54321
8223,77026672,8223,135365462,58.33879,100.5,20,280,12345,1,54321
8223,177100723,8223,218443804,41.343081,83.0,24,328,12345,1,54321
8223,277014942,8223,337141358,60.126416,118.5,20,280,12345,1,54321
8223,377024827,8223,414370907,37.34608,77.5,20,280,12345,1,54321
8223,477072920,8223,532537336,55.464416,118.0,24,328,12345,1,54321
8223,576932305,8223,642036597,65.104292,109.5,32,424,12345,1,54321
8223,676983607,8223,717108396,40.124789,75.0,36,472,12345,1,54321
8223,776959950,8223,819006531,42.046581,102.0,24,328,12345,1,54321
8223,876931627,8223,917807749,40.876122,99.0,28,376,12345,1,54321
8223,977009179,8224,87542891,110.533712,169.5,24,328,12345,1,54321
8224,76964230,8224,211201404,134.237174,123.5,20,280,12345,1,54321
8224,176900907,8224,233236823,56.335916,22.0,32,424,12345,1,54321
8224,277047584,8224,332166958,55.119374,99.0,28,376,12345,1,54321
8224,377055135,8224,433845760,56.790625,102.0,28,376,12345,1,54321
8224,476978104,8224,534920811,57.942707,101.0,24,328,12345,1,54321
8224,576936947,8224,636340030,59.403083,101.5,44,568,12345,1,54321
8224,677048916,8224,731656123,54.607207,95.0,32,424,12345,1,54321
8224,776903634,8224,830764466,53.860832,99.5,24,328,12345,1,54321
8224,877077144,8224,935548935,58.471791,104.5,24,328,12345,1,54321
8224,976887821,8225,20219193,43.331372,84.5,40,520,12345,1,54321
8225,76948747,8225,137281080,60.332333,117.5,40,520,12345,1,54321
8225,176922758,8225,221119214,44.196456,83.5,32,424,12345,1,54321
