stamp_sec,stamp_nsec,record_time_ns,frame_id,position_x,position_y,position_z,orientation_x,orientation_y,orientation_z,orientation_w
0,0,10420833636030,world,0.0,0.0,0.0,-0.5,0.5,-0.5,0.5
0,0,10420920551247,world,0.0,0.0,0.0,-0.5,0.5,-0.5,0.5
0,0,10421031353967,world,0.0,0.0,0.0,-0.5,0.5,-0.5,0.5
0,0,10421159787355,world,0.0,0.0,0.0,-0.5,0.5,-0.5,0.5
0,0,10421239386988,world,0.0,0.0,0.0,-0.5,0.5,-0.5,0.5
0,0,10421337274122,world,0.0,0.0,0.0,-0.5,0.5,-0.5,0.5
0,0,10421431503174,world,0.0,0.0,0.0,-0.5,0.5,-0.5,0.5
0,0,10421564157562,world,0.0,0.0,0.0,-0.5,0.5,-0.5,0.5
0,0,10421632014110,world,0.0,0.0,0.0,-0.5,0.5,-0.5,0.5
0,0,10421722835036,world,0.0,0.0,0.0,-0.5,0.5,-0.5,0.5
0,0,10421818493546,world,0.0,0.0,0.0,-0.5,0.5,-0.5,0.5
0,0,10421916935431,world,0.0,0.0,0.0,-0.5,0.5,-0.5,0.5
0,0,10422015330066,world,0.0,0.0,0.0,-0.5,0.5,-0.5,0.5
0,0,10422121001201,world,0.0,0.0,0.0,-0.5,0.5,-0.5,0.5
0,0,10422232933546,world,0.0,0.0,0.0,-0.5,0.5,-0.5,0.5
0,0,10422318734596,world,0.0,0.0,0.0,-0.5,0.5,-0.5,0.5
0,0,10422419756565,world,0.0,0.0,0.0,-0.5,0.5,-0.5,0.5
0,0,10422519794741,world,0.0,0.0,0.0,-0.5,0.5,-0.5,0.5
0,0,10422641188462,world,0.0,0.0,0.0,-0.5,0.5,-0.5,0.5
0,0,10422718134220,world,0.0,0.0,0.0,-0.5,0.5,-0.5,0.5
0,0,10422815876979,world,0.0,0.0,0.0,-0.5,0.5,-0.5,0.5
0,0,10422932100033,world,0.0,0.0,0.0,-0.5,0.5,-0.5,0.5
0,0,10423025803792,world,0.0,0.0,0.0,-0.5,0.5,-0.5,0.5
0,0,10423132062344,world,0.0,0.0,0.0,-0.5,0.5,-0.5,0.5
0,0,10423230245229,world,0.0,0.0,0.0,-0.5,0.5,-0.5,0.5
0,0,10423315168655,world,0.0,0.0,0.0,-0.5,0.5,-0.5,0.5
0,0,10423419080165,world,0.0,0.0,0.0,-0.5,0.5,-0.5,0.5
0,0,10423530820885,world,0.0,0.0,0.0,-0.5,0.5,-0.5,0.5
0,0,10423631271186,world,0.0,0.0,0.0,-0.5,0.5,-0.5,0.5
0,0,10423720492320,world,0.0,0.0,0.0,-0.5,0.5,-0.5,0.5
0,0,10423832351456,world,0.0,0.0,0.0,-0.5,0.5,-0.5,0.5
0,0,10423928872425,world,0.0,0.0,0.0,-0.5,0.5,-0.5,0.5
0,0,10424036849769,world,0.0,0.0,0.0,-0.5,0.5,-0.5,0.5
0,0,10424164392990,world,0.0,0.0,0.0,-0.5,0.5,-0.5,0.5
0,0,10424216082453,world,0.0,0.0,0.0,-0.5,0.5,-0.5,0.5
0,0,10424333392257,world,0.0,0.0,0.0,-0.5,0.5,-0.5,0.5
0,0,10424434790184,world,0.0,0.0,0.0,-0.5,0.5,-0.5,0.5
0,0,10424517894192,world,0.0,0.0,0.0,-0.5,0.5,-0.5,0.5
0,0,10424622404203,world,0.0,0.0,0.0,-0.5,0.5,-0.5,0.5
0,0,10424719402629,world,0.0,0.0,0.0,-0.5,0.5,-0.5,0.5
0,0,10424832944974,world,0.0,0.0,0.0,-0.5,0.5,-0.5,0.5
0,0,10424934720026,world,0.0,0.0,0.0,-0.5,0.5,-0.5,0.5
0,0,10425032200285,world,0.0,0.0,0.0,-0.5,0.5,-0.5,0.5
0,0,10425134781212,world,0.0,0.0,0.0,-0.5,0.5,-0.5,0.5
0,0,10425234619597,world,0.0,0.0,0.0,-0.5,0.5,-0.5,0.5
0,0,10425320973064,world,0.0,0.0,0.0,-0.5,0.5,-0.5,0.5
0,0,10425421302908,world,0.0,0.0,0.0,-0.5,0.5,-0.5,0.5
0,0,10425534900378,world,0.0,0.0,0.0,-0.5,0.5,-0.5,0.5
0,0,10425637933971,world,0.0,0.0,0.0,-0.5,0.5,-0.5,0.5
0,0,10425738156190,world,0.0,0.0,0.0,-0.5,0.5,-0.5,0.5
0,0,10425820517906,world,0.0,0.0,0.0,-0.5,0.5,-0.5,0.5
0,0,10425937625293,world,0.0,0.0,0.0,-0.5,0.5,-0.5,0.5
0,0,10426037499845,world,0.0,0.0,0.0,-0.5,0.5,-0.5,0.5
0,0,10426131307437,world,0.0,0.0,0.0,-0.5,0.5,-0.5,0.5
0,0,10426237283948,world,0.0,0.0,0.0,-0.5,0.5,-0.5,0.5
0,0,10426333048333,world,0.0,0.0,0.0,-0.5,0.5,-0.5,0.5
