cell_index,x_index,y_index,x_m,y_m,elevation_observations,elevation_median,slope_observations,slope_median,accessibility_observations,accessibility_median
272,72,2,-0.6749999999999998,1.425,0,nan,142,0.0,142,0.0
273,73,2,-0.7050000000000001,1.425,0,nan,142,0.0,142,0.0
274,74,2,-0.7349999999999999,1.425,0,nan,142,0.0,142,0.0
275,75,2,-0.7650000000000001,1.425,0,nan,142,0.0,142,0.0
276,76,2,-0.7949999999999999,1.425,0,nan,142,0.0,142,0.0
277,77,2,-0.8249999999999997,1.425,0,nan,142,0.0,142,0.0
278,78,2,-0.855,1.425,0,nan,142,0.0,142,0.0
279,79,2,-0.8849999999999998,1.425,0,nan,142,0.0,142,0.0
280,80,2,-0.915,1.425,0,nan,142,0.0,142,0.0
281,81,2,-0.9449999999999998,1.425,0,nan,142,0.0,142,0.0
282,82,2,-0.9750000000000001,1.425,0,nan,142,0.0,142,0.0
283,83,2,-1.005,1.425,0,nan,142,0.0,142,0.0
284,84,2,-1.0349999999999997,1.425,0,nan,142,0.0,142,0.0
285,85,2,-1.065,1.425,0,nan,142,0.0,142,0.0
286,86,2,-1.0949999999999998,1.425,0,nan,142,0.0,142,0.0
287,87,2,-1.125,1.425,0,nan,142,0.0,142,0.0
288,88,2,-1.1549999999999998,1.425,0,nan,142,0.0,142,0.0
289,89,2,-1.185,1.425,0,nan,142,0.0,142,0.0
290,90,2,-1.2149999999999999,1.425,0,nan,142,0.0,142,0.0
291,91,2,-1.245,1.425,0,nan,142,0.0,142,0.0
292,92,2,-1.275,1.425,0,nan,142,0.0,142,0.0
293,93,2,-1.3049999999999997,1.425,0,nan,142,0.0,142,0.0
294,94,2,-1.335,1.425,0,nan,142,0.0,142,0.0
295,95,2,-1.3649999999999998,1.425,0,nan,142,0.0,142,0.0
296,96,2,-1.395,1.425,0,nan,142,0.0,142,0.0
297,97,2,-1.4249999999999998,1.425,0,nan,142,0.0,142,0.0
298,98,2,-1.455,1.425,0,nan,142,0.0,142,0.0
299,99,2,-1.4849999999999999,1.425,0,nan,142,0.0,142,0.0
300,0,3,1.485,1.395,0,nan,142,0.0,142,0.0
301,1,3,1.455,1.395,0,nan,142,0.0,142,0.0
302,2,3,1.425,1.395,0,nan,142,0.0,142,0.0
303,3,3,1.395,1.395,0,nan,142,0.0,142,0.02199999988079071
304,4,3,1.365,1.395,0,nan,142,0.0,142,0.02199999988079071
305,5,3,1.335,1.395,0,nan,142,0.0,142,0.02199999988079071
306,6,3,1.305,1.395,0,nan,142,0.0,142,0.02199999988079071
307,7,3,1.275,1.395,0,nan,142,0.0,142,0.02199999988079071
308,8,3,1.245,1.395,0,nan,142,0.0,142,0.02199999988079071
309,9,3,1.215,1.395,0,nan,142,0.0,142,0.02199999988079071
310,10,3,1.185,1.395,0,nan,142,0.0,142,0.02199999988079071
311,11,3,1.155,1.395,0,nan,142,0.0,142,0.02199999988079071
312,12,3,1.125,1.395,0,nan,142,0.0,142,0.02199999988079071
313,13,3,1.095,1.395,0,nan,142,0.0,142,0.02199999988079071
314,14,3,1.065,1.395,0,nan,142,0.0,142,0.02199999988079071
315,15,3,1.0350000000000001,1.395,0,nan,142,0.0,142,0.02199999988079071
316,16,3,1.005,1.395,0,nan,142,0.0,142,0.02199999988079071
317,17,3,0.975,1.395,0,nan,142,0.0,142,0.02199999988079071
318,18,3,0.9450000000000001,1.395,0,nan,142,0.0,142,0.02199999988079071
319,19,3,0.915,1.395,0,nan,142,0.0,142,0.02199999988079071
320,20,3,0.885,1.395,0,nan,142,0.0,142,0.02199999988079071
321,21,3,0.855,1.395,0,nan,142,0.0,142,0.02199999988079071
322,22,3,0.8250000000000001,1.395,0,nan,142,0.0,142,0.02199999988079071
323,23,3,0.795,1.395,0,nan,142,0.0,142,0.02199999988079071
324,24,3,0.765,1.395,0,nan,142,0.0,142,0.02199999988079071
325,25,3,0.735,1.395,0,nan,142,0.0,142,0.02199999988079071
326,26,3,0.7050000000000001,1.395,0,nan,142,0.0,142,0.02199999988079071
327,27,3,0.675,1.395,0,nan,142,0.0,142,0.02199999988079071
328,28,3,0.645,1.395,0,nan,142,0.0,142,0.02199999988079071
329,29,3,0.615,1.395,0,nan,142,0.0,142,0.02199999988079071
330,30,3,0.5850000000000001,1.395,0,nan,142,0.0,142,0.02199999988079071
331,31,3,0.555,1.395,0,nan,142,0.0,142,0.02199999988079071
332,32,3,0.525,1.395,0,nan,142,0.0,142,0.02199999988079071
333,33,3,0.4950000000000001,1.395,0,nan,142,0.0,142,0.02199999988079071
334,34,3,0.4650000000000001,1.395,0,nan,142,0.0,142,0.02199999988079071
335,35,3,0.43500000000000005,1.395,0,nan,142,0.0,142,0.02199999988079071
336,36,3,0.405,1.395,0,nan,142,0.0,142,0.02199999988079071
337,37,3,0.375,1.395,0,nan,142,0.0,142,0.02199999988079071
338,38,3,0.345,1.395,0,nan,142,0.0,142,0.02199999988079071
339,39,3,0.31499999999999995,1.395,0,nan,142,0.0,142,0.02199999988079071
340,40,3,0.28500000000000014,1.395,0,nan,142,0.0,142,0.02199999988079071
341,41,3,0.2550000000000001,1.395,0,nan,142,0.0,142,0.02199999988079071
342,42,3,0.2250000000000001,1.395,0,nan,142,0.0,142,0.02199999988079071
343,43,3,0.19500000000000006,1.395,0,nan,142,0.0,142,0.02199999988079071
344,44,3,0.16500000000000004,1.395,0,nan,142,0.0,142,0.02199999988079071
345,45,3,0.135,1.395,0,nan,142,0.0,142,0.02199999988079071
346,46,3,0.10499999999999998,1.395,0,nan,142,0.0,142,0.02199999988079071
347,47,3,0.07499999999999996,1.395,0,nan,142,0.0,142,0.02199999988079071
348,48,3,0.04500000000000015,1.395,0,nan,142,0.0,142,0.02199999988079071
349,49,3,0.015000000000000124,1.395,0,nan,142,0.0,142,0.02199999988079071
350,50,3,-0.014999999999999902,1.395,0,nan,142,0.0,142,0.02199999988079071
351,51,3,-0.04499999999999993,1.395,0,nan,142,0.0,142,0.02199999988079071
352,52,3,-0.07499999999999996,1.395,0,nan,142,0.0,142,0.02199999988079071
353,53,3,-0.10499999999999998,1.395,0,nan,142,0.0,142,0.02199999988079071
354,54,3,-0.135,1.395,0,nan,142,0.0,142,0.02199999988079071
355,55,3,-0.16500000000000004,1.395,0,nan,142,0.0,142,0.02199999988079071
356,56,3,-0.19499999999999984,1.395,0,nan,142,0.0,142,0.02199999988079071
357,57,3,-0.22499999999999987,1.395,0,nan,142,0.0,142,0.02199999988079071
358,58,3,-0.2549999999999999,1.395,0,nan,142,0.0,142,0.02199999988079071
359,59,3,-0.2849999999999999,1.395,0,nan,142,0.0,142,0.02199999988079071
360,60,3,-0.31499999999999995,1.395,0,nan,142,0.0,142,0.02199999988079071
361,61,3,-0.345,1.395,0,nan,142,0.0,142,0.02199999988079071
362,62,3,-0.375,1.395,0,nan,142,0.0,142,0.02199999988079071
363,63,3,-0.405,1.395,0,nan,142,0.0,142,0.02199999988079071
364,64,3,-0.43499999999999983,1.395,0,nan,142,0.0,142,0.02199999988079071
365,65,3,-0.46499999999999986,1.395,0,nan,142,0.0,142,0.02199999988079071
366,66,3,-0.4949999999999999,1.395,0,nan,142,0.0,142,0.02199999988079071
367,67,3,-0.5249999999999999,1.395,0,nan,142,0.0,142,0.02199999988079071
368,68,3,-0.5549999999999997,1.395,0,nan,142,0.0,142,0.02199999988079071
369,69,3,-0.585,1.395,0,nan,142,0.0,142,0.02199999988079071
370,70,3,-0.6149999999999998,1.395,0,nan,142,0.0,142,0.02199999988079071
371,71,3,-0.645,1.395,0,nan,142,0.0,142,0.02199999988079071
372,72,3,-0.6749999999999998,1.395,0,nan,142,0.0,142,0.02199999988079071
373,73,3,-0.7050000000000001,1.395,0,nan,142,0.0,142,0.02199999988079071
374,74,3,-0.7349999999999999,1.395,0,nan,142,0.0,142,0.02199999988079071
375,75,3,-0.7650000000000001,1.395,0,nan,142,0.0,142,0.02199999988079071
376,76,3,-0.7949999999999999,1.395,0,nan,142,0.0,142,0.02199999988079071
377,77,3,-0.8249999999999997,1.395,0,nan,142,0.0,142,0.02199999988079071
378,78,3,-0.855,1.395,0,nan,142,0.0,142,0.02199999988079071
379,79,3,-0.8849999999999998,1.395,0,nan,142,0.0,142,0.02199999988079071
380,80,3,-0.915,1.395,0,nan,142,0.0,142,0.02199999988079071
381,81,3,-0.9449999999999998,1.395,0,nan,142,0.0,142,0.02199999988079071
382,82,3,-0.9750000000000001,1.395,0,nan,142,0.0,142,0.02199999988079071
383,83,3,-1.005,1.395,0,nan,142,0.0,142,0.02199999988079071
384,84,3,-1.0349999999999997,1.395,0,nan,142,0.0,142,0.02199999988079071
385,85,3,-1.065,1.395,0,nan,142,0.0,142,0.02199999988079071
386,86,3,-1.0949999999999998,1.395,0,nan,142,0.0,142,0.02199999988079071
387,87,3,-1.125,1.395,0,nan,142,0.0,142,0.02199999988079071
388,88,3,-1.1549999999999998,1.395,0,nan,142,0.0,142,0.02199999988079071
389,89,3,-1.185,1.395,0,nan,142,0.0,142,0.02199999988079071
390,90,3,-1.2149999999999999,1.395,0,nan,142,0.0,142,0.02199999988079071
