reading from file /home/ysc/x30_gridmap_captures/20260714_150324_mode3_known_step.pcap, link-type EN10MB (Ethernet)
2026-07-14 15:03:38.078381 IP 192.168.1.105.34844 > 192.168.1.103.49999: tcp 4
2026-07-14 15:03:38.078795 IP 192.168.1.105.34844 > 192.168.1.103.49999: tcp 280
2026-07-14 15:03:38.171384 IP 192.168.1.105.34844 > 192.168.1.103.49999: tcp 4
2026-07-14 15:03:38.171806 IP 192.168.1.105.34844 > 192.168.1.103.49999: tcp 328
2026-07-14 15:03:38.278089 IP 192.168.1.105.34844 > 192.168.1.103.49999: tcp 4
2026-07-14 15:03:38.278495 IP 192.168.1.105.34844 > 192.168.1.103.49999: tcp 328
2026-07-14 15:03:38.380374 IP 192.168.1.105.34844 > 192.168.1.103.49999: tcp 4
2026-07-14 15:03:38.380723 IP 192.168.1.105.34844 > 192.168.1.103.49999: tcp 232
2026-07-14 15:03:38.486328 IP 192.168.1.105.34844 > 192.168.1.103.49999: tcp 4
2026-07-14 15:03:38.486724 IP 192.168.1.105.34844 > 192.168.1.103.49999: tcp 280
2026-07-14 15:03:38.579150 IP 192.168.1.105.34844 > 192.168.1.103.49999: tcp 4
2026-07-14 15:03:38.579488 IP 192.168.1.105.34844 > 192.168.1.103.49999: tcp 328
2026-07-14 15:03:38.679374 IP 192.168.1.105.34844 > 192.168.1.103.49999: tcp 4
2026-07-14 15:03:38.679715 IP 192.168.1.105.34844 > 192.168.1.103.49999: tcp 232
2026-07-14 15:03:38.779635 IP 192.168.1.105.34844 > 192.168.1.103.49999: tcp 4
2026-07-14 15:03:38.779965 IP 192.168.1.105.34844 > 192.168.1.103.49999: tcp 280
2026-07-14 15:03:38.879215 IP 192.168.1.105.34844 > 192.168.1.103.49999: tcp 4
2026-07-14 15:03:38.879617 IP 192.168.1.105.34844 > 192.168.1.103.49999: tcp 280
2026-07-14 15:03:38.987220 IP 192.168.1.105.34844 > 192.168.1.103.49999: tcp 4
2026-07-14 15:03:38.987660 IP 192.168.1.105.34844 > 192.168.1.103.49999: tcp 328
2026-07-14 15:03:39.069010 IP 192.168.1.105.34844 > 192.168.1.103.49999: tcp 4
2026-07-14 15:03:39.069460 IP 192.168.1.105.34844 > 192.168.1.103.49999: tcp 328
2026-07-14 15:03:39.178969 IP 192.168.1.105.34844 > 192.168.1.103.49999: tcp 4
2026-07-14 15:03:39.179398 IP 192.168.1.105.34844 > 192.168.1.103.49999: tcp 328
2026-07-14 15:03:39.285324 IP 192.168.1.105.34844 > 192.168.1.103.49999: tcp 4
2026-07-14 15:03:39.285739 IP 192.168.1.105.34844 > 192.168.1.103.49999: tcp 472
2026-07-14 15:03:39.387487 IP 192.168.1.105.34844 > 192.168.1.103.49999: tcp 4
2026-07-14 15:03:39.387905 IP 192.168.1.105.34844 > 192.168.1.103.49999: tcp 376
2026-07-14 15:03:39.476607 IP 192.168.1.105.34844 > 192.168.1.103.49999: tcp 4
2026-07-14 15:03:39.477022 IP 192.168.1.105.34844 > 192.168.1.103.49999: tcp 232
2026-07-14 15:03:39.578556 IP 192.168.1.105.34844 > 192.168.1.103.49999: tcp 4
2026-07-14 15:03:39.578953 IP 192.168.1.105.34844 > 192.168.1.103.49999: tcp 328
2026-07-14 15:03:39.664502 IP 192.168.1.105.34844 > 192.168.1.103.49999: tcp 4
2026-07-14 15:03:39.664900 IP 192.168.1.105.34844 > 192.168.1.103.49999: tcp 232
2026-07-14 15:03:39.797536 IP 192.168.1.105.34844 > 192.168.1.103.49999: tcp 4
2026-07-14 15:03:39.797936 IP 192.168.1.105.34844 > 192.168.1.103.49999: tcp 232
2026-07-14 15:03:39.863218 IP 192.168.1.105.34844 > 192.168.1.103.49999: tcp 4
2026-07-14 15:03:39.863678 IP 192.168.1.105.34844 > 192.168.1.103.49999: tcp 472
2026-07-14 15:03:39.966441 IP 192.168.1.105.34844 > 192.168.1.103.49999: tcp 4
2026-07-14 15:03:39.966839 IP 192.168.1.105.34844 > 192.168.1.103.49999: tcp 184
2026-07-14 15:03:40.065315 IP 192.168.1.105.34844 > 192.168.1.103.49999: tcp 4
2026-07-14 15:03:40.065736 IP 192.168.1.105.34844 > 192.168.1.103.49999: tcp 232
2026-07-14 15:03:40.185874 IP 192.168.1.105.34844 > 192.168.1.103.49999: tcp 4
2026-07-14 15:03:40.186287 IP 192.168.1.105.34844 > 192.168.1.103.49999: tcp 280
2026-07-14 15:03:40.264974 IP 192.168.1.105.34844 > 192.168.1.103.49999: tcp 4
2026-07-14 15:03:40.265386 IP 192.168.1.105.34844 > 192.168.1.103.49999: tcp 280
2026-07-14 15:03:40.380810 IP 192.168.1.105.34844 > 192.168.1.103.49999: tcp 4
2026-07-14 15:03:40.381161 IP 192.168.1.105.34844 > 192.168.1.103.49999: tcp 280
2026-07-14 15:03:40.481645 IP 192.168.1.105.34844 > 192.168.1.103.49999: tcp 4
2026-07-14 15:03:40.482044 IP 192.168.1.105.34844 > 192.168.1.103.49999: tcp 280
2026-07-14 15:03:40.579803 IP 192.168.1.105.34844 > 192.168.1.103.49999: tcp 4
2026-07-14 15:03:40.580200 IP 192.168.1.105.34844 > 192.168.1.103.49999: tcp 232
2026-07-14 15:03:40.679161 IP 192.168.1.105.34844 > 192.168.1.103.49999: tcp 4
2026-07-14 15:03:40.679573 IP 192.168.1.105.34844 > 192.168.1.103.49999: tcp 328
2026-07-14 15:03:40.766463 IP 192.168.1.105.34844 > 192.168.1.103.49999: tcp 4
2026-07-14 15:03:40.766875 IP 192.168.1.105.34844 > 192.168.1.103.49999: tcp 328
2026-07-14 15:03:40.866584 IP 192.168.1.105.34844 > 192.168.1.103.49999: tcp 4
2026-07-14 15:03:40.866938 IP 192.168.1.105.34844 > 192.168.1.103.49999: tcp 328
2026-07-14 15:03:40.969588 IP 192.168.1.105.34844 > 192.168.1.103.49999: tcp 4
2026-07-14 15:03:40.970000 IP 192.168.1.105.34844 > 192.168.1.103.49999: tcp 280
2026-07-14 15:03:41.084132 IP 192.168.1.105.34844 > 192.168.1.103.49999: tcp 4
2026-07-14 15:03:41.084494 IP 192.168.1.105.34844 > 192.168.1.103.49999: tcp 328
2026-07-14 15:03:41.236452 IP 192.168.1.105.34844 > 192.168.1.103.49999: tcp 4
2026-07-14 15:03:41.236888 IP 192.168.1.105.34844 > 192.168.1.103.49999: tcp 232
2026-07-14 15:03:41.273561 IP 192.168.1.105.34844 > 192.168.1.103.49999: tcp 4
2026-07-14 15:03:41.273944 IP 192.168.1.105.34844 > 192.168.1.103.49999: tcp 520
2026-07-14 15:03:41.364398 IP 192.168.1.105.34844 > 192.168.1.103.49999: tcp 4
2026-07-14 15:03:41.364727 IP 192.168.1.105.34844 > 192.168.1.103.49999: tcp 328
2026-07-14 15:03:41.470979 IP 192.168.1.105.34844 > 192.168.1.103.49999: tcp 4
2026-07-14 15:03:41.471335 IP 192.168.1.105.34844 > 192.168.1.103.49999: tcp 472
2026-07-14 15:03:41.571307 IP 192.168.1.105.34844 > 192.168.1.103.49999: tcp 4
2026-07-14 15:03:41.571658 IP 192.168.1.105.34844 > 192.168.1.103.49999: tcp 376
2026-07-14 15:03:41.664962 IP 192.168.1.105.34844 > 192.168.1.103.49999: tcp 4
2026-07-14 15:03:41.665366 IP 192.168.1.105.34844 > 192.168.1.103.49999: tcp 328
2026-07-14 15:03:41.779832 IP 192.168.1.105.34844 > 192.168.1.103.49999: tcp 4
2026-07-14 15:03:41.780252 IP 192.168.1.105.34844 > 192.168.1.103.49999: tcp 280
2026-07-14 15:03:41.863493 IP 192.168.1.105.34844 > 192.168.1.103.49999: tcp 4
2026-07-14 15:03:41.863884 IP 192.168.1.105.34844 > 192.168.1.103.49999: tcp 280
2026-07-14 15:03:41.964661 IP 192.168.1.105.34844 > 192.168.1.103.49999: tcp 4
2026-07-14 15:03:41.965050 IP 192.168.1.105.34844 > 192.168.1.103.49999: tcp 376
2026-07-14 15:03:42.082932 IP 192.168.1.105.34844 > 192.168.1.103.49999: tcp 4
2026-07-14 15:03:42.083328 IP 192.168.1.105.34844 > 192.168.1.103.49999: tcp 328
2026-07-14 15:03:42.181955 IP 192.168.1.105.34844 > 192.168.1.103.49999: tcp 4
2026-07-14 15:03:42.182411 IP 192.168.1.105.34844 > 192.168.1.103.49999: tcp 280
2026-07-14 15:03:42.281130 IP 192.168.1.105.34844 > 192.168.1.103.49999: tcp 4
2026-07-14 15:03:42.281522 IP 192.168.1.105.34844 > 192.168.1.103.49999: tcp 328
