stamp_sec,stamp_nsec,frame_index,group_index,area_m2,z_range_m,planarity_error_m,duplicate_vertices,degenerate,p0_x,p0_y,p0_z,p1_x,p1_y,p1_z,p2_x,p2_y,p2_z,p3_x,p3_y,p3_z
6482,676892427,0,0,1.3711740429045791,0.6854322552680969,3.469446951953614e-18,1,True,3.000999927520752,0.0,0.0,-0.999871015548706,-0.01605946198105812,0.0,-0.999871015548706,-0.01605946198105812,-0.6854322552680969,-0.999871015548706,-0.01605946198105812,-0.6854322552680969
6482,676892427,0,1,0.1874055692295542,0.0,0.0,0,False,0.6331543922424316,-0.5263948440551758,-0.6404541730880737,0.6163134574890137,0.522130012512207,-0.6404541730880737,0.7949999570846558,0.5249999761581421,-0.6404541730880737,0.8118408918380737,-0.5235248804092407,-0.6404541730880737
6482,676892427,0,2,0.562369054644833,0.0,0.0,0,False,0.8347233533859253,-0.7853850722312927,-0.7554322481155396,0.8096622228622437,0.7749351263046265,-0.7554322481155396,1.1699882745742798,0.7807224988937378,-0.7554322481155396,1.1950494050979614,-0.7795976996421814,-0.7554322481155396
6482,676892427,0,3,2.76092131715604,0.0,0.0,0,False,0.6078698635101318,0.8078325986862183,-0.5054467916488647,0.6333720684051514,-0.7799457907676697,-0.5054467916488647,-1.1050375699996948,-0.8078673481941223,-0.5054467916488647,-1.1305397748947144,0.7799110412597656,-0.5054467916488647
6482,676892427,0,4,0.4590303443587995,0.0,0.0,0,False,-1.0833719968795776,-0.5700541734695435,-0.5054467916488647,0.8245087265968323,-0.5394108295440674,-0.5054467916488647,0.828372061252594,-0.7799457907676697,-0.5054467916488647,-1.079508662223816,-0.810589075088501,-0.5054467916488647
6482,676892427,0,5,0.537274558282026,0.0,0.0,0,False,0.7840288281440735,0.5291603207588196,-0.5054467916488647,-1.1245745420455933,0.4985053837299347,-0.5054467916488647,-1.1290946006774902,0.7799342274665833,-0.5054467916488647,0.779508650302887,0.8105891346931458,-0.5054467916488647
6482,777016937,1,0,1.0467078301404147,0.6975775361061096,0.0,1,True,2.000999927520752,0.0,0.0,-0.9999688863754272,0.007886667735874653,0.0,-0.9999688863754272,0.007886667735874653,-0.6975775361061096,-0.9999688863754272,0.007886667735874653,-0.6975775361061096
6482,777016937,1,1,0.22447857926850645,0.0,0.0,0,False,0.8854750990867615,0.7807060480117798,-0.6882349848747253,0.8743458986282349,-0.6303891539573669,-0.6882349848747253,0.7152746915817261,-0.6291345953941345,-0.6882349848747253,0.7264038920402527,0.7819606065750122,-0.6882349848747253
6482,777016937,1,2,0.2975911172012422,0.0,0.0,0,False,0.7119747996330261,0.46435344219207764,-0.5865126848220825,0.7021468281745911,-0.7817521095275879,-0.5865126848220825,0.4633447527885437,-0.7798686623573303,-0.5865126848220825,0.47317269444465637,0.4662368595600128,-0.5865126848220825
6482,777016937,1,3,0.46281641692992714,0.0,0.0,0,False,0.8733227252960205,-0.777660071849823,-0.7675775289535522,0.8856255412101746,0.7822428345680237,-0.7675775289535522,1.182302713394165,0.7799029350280762,-0.7675775289535522,1.1699999570846558,-0.7799999713897705,-0.7675775289535522
6482,777016937,1,4,0.502525344063379,0.0,0.0,0,False,0.47990018129348755,0.4673422873020172,-0.5080414414405823,-1.1273659467697144,0.480018675327301,-0.5080414414405823,-1.1249001026153564,0.7926576733589172,-0.5080414414405823,0.4823659658432007,0.7799813151359558,-0.5080414414405823
6482,777016937,1,5,2.4482174460496164,0.0,0.0,0,False,0.432302862405777,0.7799029350280762,-0.5080414414405823,0.4199039041996002,-0.7921845316886902,-0.5080414414405823,-1.1373027563095093,-0.7799029350280762,-0.5080414414405823,-1.124903917312622,0.7921845316886902,-0.5080414414405823
6482,877020113,2,0,1.399241769209265,0.6995012760162354,0.0,1,True,3.000999927520752,0.0,0.0,-0.9995787739753723,0.029021380469202995,0.0,-0.9995787739753723,0.029021380469202995,-0.6995012760162354,-0.9995787739753723,0.029021380469202995,-0.6995012760162354
6482,877020113,2,1,0.2115519751117354,0.0,0.0,0,False,0.8702288269996643,0.7786868214607239,-0.6710132956504822,0.8248862624168396,-0.7830451726913452,-0.6710132956504822,0.6895405054092407,-0.779115617275238,-0.6710132956504822,0.7348830699920654,0.782616376876831,-0.6710132956504822
6482,877020113,2,2,0.16998321146258633,0.0,0.0,0,False,0.4653443396091461,-0.3997839689254761,-0.5981435179710388,0.4888669550418854,0.4104040861129761,-0.5981435179710388,0.6984973549842834,0.40431779623031616,-0.5981435179710388,0.6749747395515442,-0.405870258808136,-0.5981435179710388
6482,877020113,2,3,0.5269692545368958,0.0,0.0,0,False,0.8334990739822388,-0.7771981954574585,-0.769501268863678,0.8789553046226501,0.7884500026702881,-0.769501268863678,1.2152539491653442,0.7786861062049866,-0.769501268863678,1.1697977781295776,-0.7869621515274048,-0.769501268863678
6482,877020113,2,4,2.608829758066653,0.0,0.0,0,False,0.49740543961524963,0.77949458360672,-0.5052675008773804,0.450761616230011,-0.8270564675331116,-0.5052675008773804,-1.1717405319213867,-0.7799494862556458,-0.5052675008773804,-1.1250966787338257,0.8266015648841858,-0.5052675008773804
