stamp_sec,stamp_nsec,record_time_ns,frame_id,position_x,position_y,position_z,orientation_x,orientation_y,orientation_z,orientation_w
0,0,6482733942926,world,0.0,0.0,0.0,-0.5,0.5,-0.5,0.5
0,0,6482830431519,world,0.0,0.0,0.0,-0.5,0.5,-0.5,0.5
0,0,6482922970945,world,0.0,0.0,0.0,-0.5,0.5,-0.5,0.5
0,0,6483022087455,world,0.0,0.0,0.0,-0.5,0.5,-0.5,0.5
0,0,6483117806923,world,0.0,0.0,0.0,-0.5,0.5,-0.5,0.5
0,0,6483219703891,world,0.0,0.0,0.0,-0.5,0.5,-0.5,0.5
0,0,6483337298945,world,0.0,0.0,0.0,-0.5,0.5,-0.5,0.5
0,0,6483419422953,world,0.0,0.0,0.0,-0.5,0.5,-0.5,0.5
0,0,6483517707629,world,0.0,0.0,0.0,-0.5,0.5,-0.5,0.5
0,0,6483673470770,world,0.0,0.0,0.0,-0.5,0.5,-0.5,0.5
0,0,6483716845691,world,0.0,0.0,0.0,-0.5,0.5,-0.5,0.5
0,0,6483819004868,world,0.0,0.0,0.0,-0.5,0.5,-0.5,0.5
0,0,6483921472337,world,0.0,0.0,0.0,-0.5,0.5,-0.5,0.5
0,0,6484030933973,world,0.0,0.0,0.0,-0.5,0.5,-0.5,0.5
0,0,6484131711233,world,0.0,0.0,0.0,-0.5,0.5,-0.5,0.5
0,0,6484215484616,world,0.0,0.0,0.0,-0.5,0.5,-0.5,0.5
0,0,6484331280086,world,0.0,0.0,0.0,-0.5,0.5,-0.5,0.5
0,0,6484421919304,world,0.0,0.0,0.0,-0.5,0.5,-0.5,0.5
0,0,6484535287815,world,0.0,0.0,0.0,-0.5,0.5,-0.5,0.5
0,0,6484631044033,world,0.0,0.0,0.0,-0.5,0.5,-0.5,0.5
0,0,6484715918167,world,0.0,0.0,0.0,-0.5,0.5,-0.5,0.5
0,0,6484829870303,world,0.0,0.0,0.0,-0.5,0.5,-0.5,0.5
0,0,6484935893189,world,0.0,0.0,0.0,-0.5,0.5,-0.5,0.5
0,0,6485017558697,world,0.0,0.0,0.0,-0.5,0.5,-0.5,0.5
0,0,6485139300959,world,0.0,0.0,0.0,-0.5,0.5,-0.5,0.5
0,0,6485232781010,world,0.0,0.0,0.0,-0.5,0.5,-0.5,0.5
0,0,6485333241229,world,0.0,0.0,0.0,-0.5,0.5,-0.5,0.5
0,0,6485432861155,world,0.0,0.0,0.0,-0.5,0.5,-0.5,0.5
0,0,6485519700247,world,0.0,0.0,0.0,-0.5,0.5,-0.5,0.5
0,0,6485619676591,world,0.0,0.0,0.0,-0.5,0.5,-0.5,0.5
0,0,6485722479768,world,0.0,0.0,0.0,-0.5,0.5,-0.5,0.5
0,0,6485816603819,world,0.0,0.0,0.0,-0.5,0.5,-0.5,0.5
0,0,6485921449538,world,0.0,0.0,0.0,-0.5,0.5,-0.5,0.5
0,0,6486018718047,world,0.0,0.0,0.0,-0.5,0.5,-0.5,0.5
0,0,6486138113851,world,0.0,0.0,0.0,-0.5,0.5,-0.5,0.5
0,0,6486221016026,world,0.0,0.0,0.0,-0.5,0.5,-0.5,0.5
0,0,6486318667494,world,0.0,0.0,0.0,-0.5,0.5,-0.5,0.5
0,0,6486437422215,world,0.0,0.0,0.0,-0.5,0.5,-0.5,0.5
0,0,6486537340225,world,0.0,0.0,0.0,-0.5,0.5,-0.5,0.5
0,0,6486617970899,world,0.0,0.0,0.0,-0.5,0.5,-0.5,0.5
0,0,6486734340661,world,0.0,0.0,0.0,-0.5,0.5,-0.5,0.5
0,0,6486819535336,world,0.0,0.0,0.0,-0.5,0.5,-0.5,0.5
0,0,6486938933765,world,0.0,0.0,0.0,-0.5,0.5,-0.5,0.5
0,0,6487036232316,world,0.0,0.0,0.0,-0.5,0.5,-0.5,0.5
0,0,6487140425868,world,0.0,0.0,0.0,-0.5,0.5,-0.5,0.5
0,0,6487223322502,world,0.0,0.0,0.0,-0.5,0.5,-0.5,0.5
0,0,6487336396722,world,0.0,0.0,0.0,-0.5,0.5,-0.5,0.5
0,0,6487439978649,world,0.0,0.0,0.0,-0.5,0.5,-0.5,0.5
0,0,6487522596157,world,0.0,0.0,0.0,-0.5,0.5,-0.5,0.5
0,0,6487619161458,world,0.0,0.0,0.0,-0.5,0.5,-0.5,0.5
0,0,6487734430470,world,0.0,0.0,0.0,-0.5,0.5,-0.5,0.5
0,0,6487831938730,world,0.0,0.0,0.0,-0.5,0.5,-0.5,0.5
0,0,6487936707157,world,0.0,0.0,0.0,-0.5,0.5,-0.5,0.5
0,0,6488017773873,world,0.0,0.0,0.0,-0.5,0.5,-0.5,0.5
0,0,6488117122842,world,0.0,0.0,0.0,-0.5,0.5,-0.5,0.5
0,0,6488234293812,world,0.0,0.0,0.0,-0.5,0.5,-0.5,0.5
0,0,6488333501613,world,0.0,0.0,0.0,-0.5,0.5,-0.5,0.5
0,0,6488435016790,world,0.0,0.0,0.0,-0.5,0.5,-0.5,0.5
0,0,6488531782467,world,0.0,0.0,0.0,-0.5,0.5,-0.5,0.5
0,0,6488618408350,world,0.0,0.0,0.0,-0.5,0.5,-0.5,0.5
0,0,6488733928195,world,0.0,0.0,0.0,-0.5,0.5,-0.5,0.5
0,0,6488820154496,world,0.0,0.0,0.0,-0.5,0.5,-0.5,0.5
0,0,6488917971339,world,0.0,0.0,0.0,-0.5,0.5,-0.5,0.5
0,0,6489020741266,world,0.0,0.0,0.0,-0.5,0.5,-0.5,0.5
0,0,6489131402527,world,0.0,0.0,0.0,-0.5,0.5,-0.5,0.5
0,0,6489235118912,world,0.0,0.0,0.0,-0.5,0.5,-0.5,0.5
0,0,6489318039171,world,0.0,0.0,0.0,-0.5,0.5,-0.5,0.5
0,0,6489423900473,world,0.0,0.0,0.0,-0.5,0.5,-0.5,0.5
0,0,6489568792612,world,0.0,0.0,0.0,-0.5,0.5,-0.5,0.5
0,0,6489634681577,world,0.0,0.0,0.0,-0.5,0.5,-0.5,0.5
0,0,6489717958252,world,0.0,0.0,0.0,-0.5,0.5,-0.5,0.5
0,0,6489836728723,world,0.0,0.0,0.0,-0.5,0.5,-0.5,0.5
0,0,6489928292524,world,0.0,0.0,0.0,-0.5,0.5,-0.5,0.5
0,0,6490018525449,world,0.0,0.0,0.0,-0.5,0.5,-0.5,0.5
0,0,6490117727418,world,0.0,0.0,0.0,-0.5,0.5,-0.5,0.5
0,0,6490248532931,world,0.0,0.0,0.0,-0.5,0.5,-0.5,0.5
0,0,6490314396812,world,0.0,0.0,0.0,-0.5,0.5,-0.5,0.5
0,0,6490418475740,world,0.0,0.0,0.0,-0.5,0.5,-0.5,0.5
0,0,6490520652125,world,0.0,0.0,0.0,-0.5,0.5,-0.5,0.5
0,0,6490636405011,world,0.0,0.0,0.0,-0.5,0.5,-0.5,0.5
0,0,6490720946937,world,0.0,0.0,0.0,-0.5,0.5,-0.5,0.5
0,0,6490833819323,world,0.0,0.0,0.0,-0.5,0.5,-0.5,0.5
0,0,6490918262956,world,0.0,0.0,0.0,-0.5,0.5,-0.5,0.5
0,0,6491034472885,world,0.0,0.0,0.0,-0.5,0.5,-0.5,0.5
0,0,6491134525061,world,0.0,0.0,0.0,-0.5,0.5,-0.5,0.5
0,0,6491235015613,world,0.0,0.0,0.0,-0.5,0.5,-0.5,0.5
0,0,6491319548788,world,0.0,0.0,0.0,-0.5,0.5,-0.5,0.5
0,0,6491440990634,world,0.0,0.0,0.0,-0.5,0.5,-0.5,0.5
0,0,6491513300933,world,0.0,0.0,0.0,-0.5,0.5,-0.5,0.5
0,0,6491622146569,world,0.0,0.0,0.0,-0.5,0.5,-0.5,0.5
0,0,6491732545622,world,0.0,0.0,0.0,-0.5,0.5,-0.5,0.5
0,0,6491831467298,world,0.0,0.0,0.0,-0.5,0.5,-0.5,0.5
0,0,6491932899642,world,0.0,0.0,0.0,-0.5,0.5,-0.5,0.5
0,0,6492040196236,world,0.0,0.0,0.0,-0.5,0.5,-0.5,0.5
0,0,6492117778994,world,0.0,0.0,0.0,-0.5,0.5,-0.5,0.5
